release,start_date,end_date,duration_days,weighted_velocity,velocity_change_pct,is_degraded,issue_count,bugs,improvements,new_features,tasks,velocity_per_day,prev_weighted_velocity,total_commits,total_churn,churn_concentration,developer_churn_inequality,refactoring_ratio,file_hotspots,avg_commit_size,churn_volatility,unique_developers,avg_files_per_commit,num_nodes,num_edges,density,avg_clustering,diameter,num_components,giant_component_size,avg_degree,max_betweenness,degree_centralization,avg_closeness,network_jaccard,nodes_added,nodes_removed,density_change,centralization_change,turnover_rate,commits_per_day,churn_per_developer,edges_per_node,num_issues,earliest_issue_created,velocity_change
2.5.0,2019-10-09 16:48:11+00:00,2024-02-12 22:32:27+00:00,1587.239074074074,234.55,-1.428871611683129,0,204,98,70,8,4,0.1477723197665268,237.95000000000002,5691,1554837,0.7632533108867148,0.7939953084894564,0.33684765419082763,568,273.2098049551924,1641.4036920959509,652.0,6.537515375153752,566,1307,0.008174114262484756,0.232869227358079,6,263,0.5318021201413428,4.618374558303887,0.03266507061917846,0.8058145727950341,0.0,0.5430398425971471,0,229,0.0023759107550468967,-0.0057013910500358644,0.0,3.585471207807734,2384.719325153374,2.3091872791519434,204,2014-10-06 17:29:26+00:00,-3.4000000000000057
3.6.2,2022-10-11 16:56:41+00:00,2024-03-27 19:31:37+00:00,533.1075925925926,33.0,-85.93050522276701,1,30,24,3,0,0,0.06190120054286866,234.55,2107,620573,0.7418423164039532,0.7084788382917426,0.3241575700047461,211,294.52918841955386,1626.7692883442696,285.0,6.365448504983389,258,534,0.01610713962537327,0.20619161051463392,6,117,0.5426356589147286,4.1395348837209305,0.06149686031963948,0.7605391516418429,0.0,0.28292682926829266,15,323,0.007933025362888514,-0.045275421153191164,0.05813953488372093,3.952297864964372,2177.4491228070174,2.0697674418604652,30,2020-11-13 17:17:13+00:00,-201.55
3.6.3,2024-04-22 11:51:20+00:00,2024-05-20 18:15:21+00:00,28.26667824074074,2.5,-92.42424242424242,1,3,2,0,0,0,0.08844336001238207,33.0,173,51408,0.7118911790792104,0.45068354894944496,0.4161849710982659,18,297.15606936416185,1761.0129951907707,63.0,7.618497109826589,58,85,0.0514216575922565,0.2222663830422451,6,22,0.5862068965517241,2.9310344827586206,0.11941535386084257,0.6204868154158216,0.0,0.011437908496732025,15,215,0.03531451796688323,-0.1400523362260213,0.25862068965517243,6.120280512856839,816.0,1.4655172413793103,3,2024-01-01 14:30:23+00:00,-30.5
2.4.2,2020-03-10 23:08:01+00:00,2024-06-25 11:08:17+00:00,1567.5001851851853,82.05,3182.0,0,79,65,9,0,2,0.05234449142365273,2.5,5980,1673303,0.7598160449071714,0.7877863743713427,0.34531772575250835,598,279.8165551839465,1738.8639667401683,667.0,7.092307692307692,587,1539,0.008948142635370455,0.23498224699216644,6,273,0.534923339011925,5.243611584327087,0.03171563393065357,0.8102929732685555,0.0,0.02654867256637168,529,0,-0.042473514956886047,0.18980615785273391,0.9011925042589438,3.814991574813447,2508.7001499250373,2.6218057921635434,79,2019-05-16 08:03:16+00:00,79.55
2.8.0,2020-10-09 21:26:06+00:00,2024-06-25 11:08:17+00:00,1354.5709606481482,227.75,177.57464960390007,0,207,96,62,3,9,0.16813441792006523,82.05,5131,1451285,0.7551892104848672,0.7761392885704879,0.3513934905476515,513,282.84642369908397,1716.8450817378066,580.0,7.190606119664783,505,1355,0.010647493320760648,0.23077821211675345,6,236,0.5326732673267327,5.366336633663367,0.03212352776051876,0.8049088451280553,0.0,0.7154712507409603,0,82,0.001699350685390193,-0.005384128140500266,0.0,3.7879152507040823,2502.2155172413795,2.6831683168316833,207,2017-02-08 23:38:39+00:00,145.7
2.5.2,2020-06-11 04:36:34+00:00,2024-06-25 11:08:17+00:00,1475.272025462963,47.5,-79.14379802414928,1,39,34,2,0,1,0.032197451846274774,227.75,5497,1560671,0.7592717790022627,0.7814122275034947,0.34746225213752957,550,283.91322539567034,1739.294902389308,617.0,7.174822630525742,541,1410,0.009652906140891353,0.2223729514743179,6,255,0.5286506469500925,5.212569316081331,0.04498212256711679,0.8104259251976245,0.0,0.7966211825860948,36,0,-0.0009945871798692947,0.005517080069569191,0.066543438077634,3.726092479978367,2529.45056726094,2.6062846580406656,39,2019-03-03 05:55:07+00:00,-180.25
2.7.1,2020-11-13 18:51:44+00:00,2024-06-25 11:08:17+00:00,1319.6781597222223,57.25,20.526315789473685,0,45,39,4,0,0,0.043381789399356656,47.5,5000,1420975,0.7535277486233045,0.7740280575539569,0.3504,500,284.195,1725.1374462839342,556.0,7.254,487,1335,0.011280959261794307,0.23526110345346515,6,225,0.5379876796714579,5.482546201232033,0.042580781480682096,0.8004814310653778,0.0,0.7801556420233463,0,54,0.0016280531209029534,-0.009944494132246628,0.0,3.788802567629402,2555.710431654676,2.7412731006160165,45,2020-05-19 08:18:46+00:00,9.75
2.6.2,2020-10-07 18:20:28+00:00,2024-06-25 11:08:17+00:00,1356.6998726851853,44.5,-22.270742358078603,1,36,30,4,0,0,0.03280017997784981,57.25,5147,1456205,0.7551093781913718,0.7761051878884506,0.3514668739071304,515,282.92306197785115,1716.5919558212447,582.0,7.203225179716339,508,1361,0.010568575377781919,0.23128876828168918,6,237,0.531496062992126,5.358267716535433,0.04908029223531318,0.8046972177706295,0.0,0.8106111484217595,21,0,-0.0007123838840123881,0.0042157867052516895,0.04133858267716536,3.793764636988606,2502.0704467353953,2.6791338582677167,36,2019-09-20 16:35:20+00:00,-12.75
3.7.1,2024-01-08 22:51:45+00:00,2024-07-29 06:15:15+00:00,202.30798611111112,71.75,61.23595505617978,0,64,47,3,0,4,0.3546572796221383,44.5,1164,352256,0.7517366070146423,0.6300932744231713,0.3711340206185567,117,302.6254295532646,2457.814550188613,189.0,9.2946735395189,174,545,0.0362102185901269,0.332455750639574,6,61,0.6436781609195402,6.264367816091954,0.11428041452661711,0.7109669935674363,0.0,0.2344559585492228,18,352,0.02564164321234498,-0.09373022420319321,0.10344827586206896,5.753603811570299,1863.7883597883597,3.132183908045977,64,2019-11-23 01:13:46+00:00,27.25
3.6.0,2023-04-13 00:06:02+00:00,2024-07-30 08:01:23+00:00,474.3301041666667,240.0,234.49477351916377,0,250,75,56,6,17,0.5059767404424969,71.75,2342,724174,0.7507358075407409,0.6894411956775477,0.3488471391972673,235,309.21178479931683,2157.156637665149,289.0,7.718189581554227,268,816,0.022807311755827602,0.27155559550302555,6,104,0.6119402985074627,6.08955223880597,0.05398428421171195,0.7451894937079309,0.0,0.43414120126448896,94,0,-0.013402906834299299,0.03422250014049455,0.35074626865671643,4.937489692151365,2505.7923875432525,3.044776119402985,250,2016-08-31 19:27:34+00:00,168.25
2.4.0,2019-05-20 18:25:56+00:00,2024-09-03 03:10:50+00:00,1932.364513888889,292.05,21.687500000000004,0,246,134,65,12,3,0.15113608115906071,240.0,7422,2089149,0.7628371380978027,0.7966990543242265,0.3453247103206683,743,281.4805982215036,1803.4303495505112,787.0,7.057935866343303,688,1898,0.00803121085948343,0.25034794978105573,6,307,0.5523255813953488,5.517441860465116,0.04747092697418165,0.8076900102923519,0.0,0.3395853899308983,420,0,-0.014776100896344173,0.06250051658442102,0.6104651162790697,3.8408902392143416,2654.5730622617534,2.758720930232558,246,2014-10-18 13:44:09+00:00,52.05000000000001
2.6.0,2020-02-04 01:03:19+00:00,2024-09-27 01:24:02+00:00,1697.014386574074,333.8,14.295497346344805,0,297,178,81,7,12,0.1966983913871668,292.05,6773,1924480,0.7644003179426164,0.7902997194743835,0.3472611841133914,678,284.1399675180865,1911.1566529501129,710.0,7.078399527535804,628,1765,0.008964942756427839,0.23401382024675738,6,282,0.5509554140127388,5.6210191082802545,0.03747676963779021,0.8047337651792641,0.0,0.7509560229445507,5,65,0.0009337318969444095,-0.0029562451130877854,0.007961783439490446,3.9911270367444,2710.5352112676055,2.8105095541401273,297,2016-05-17 23:49:53+00:00,41.75
3.8.1,2024-06-14 17:45:08+00:00,2024-10-17 15:52:08+00:00,124.92152777777778,23.0,-93.10964649490712,1,17,10,1,0,2,0.18411558367197184,333.8,888,292336,0.785449405435483,0.6434145413018653,0.3963963963963964,89,329.2072072072072,3258.5389880126913,142.0,8.789414414414415,128,386,0.04749015748031496,0.29122608056727634,6,43,0.671875,6.03125,0.0656652030605276,0.6641232189119171,0.0,0.09913132345426673,8,508,0.03852521472388712,-0.14061054626734704,0.0625,7.108462534813522,2058.7042253521126,3.015625,17,2024-06-13 22:55:49+00:00,-310.8
3.5.0,2022-12-09 14:53:36+00:00,2024-11-12 02:02:15+00:00,703.4643402777778,227.2,887.8260869565217,0,232,88,55,2,11,0.3229730165288624,23.0,3574,1094670,0.7504264190966241,0.7263810916355278,0.36149972020145493,358,306.2870733072188,2209.422396162299,372.0,7.549804141018467,335,1188,0.02123514165698454,0.2711681214717511,6,129,0.6179104477611941,7.092537313432836,0.04416170713393093,0.7514297200864366,0.0,0.17902621722846443,207,0,-0.02625501582333042,0.08730650117451955,0.6179104477611941,5.080570251206665,2942.6612903225805,3.546268656716418,232,2016-02-04 23:03:08+00:00,204.2
3.2.0,2021-11-03 11:19:04+00:00,2024-11-12 03:28:42+00:00,1104.6733564814815,137.75,-39.370598591549296,1,130,71,36,2,4,0.12469749468634822,227.2,4661,1348395,0.7528707160765453,0.7546829823969923,0.3559322033898305,465,289.29307015661874,1951.9228306537009,504.0,7.17013516412787,443,1378,0.014075156021776657,0.24629390050367694,7,194,0.5643340857787811,6.221218961625282,0.039399654666803195,0.7826912429110138,0.0,0.6993377483443709,108,0,-0.007159985635207882,0.03126152282457717,0.24379232505643342,4.219346807499594,2675.3869047619046,3.110609480812641,130,2018-01-30 12:33:10+00:00,-89.44999999999999
3.3.0,2022-03-05 08:08:51+00:00,2024-11-12 03:30:10+00:00,982.8064699074074,208.55,51.39745916515427,0,163,109,33,6,5,0.2121984402683552,137.75,4395,1276122,0.752321798883502,0.7488078761572816,0.3572241183162685,440,290.3576791808874,2002.5273813635529,471.0,7.198179749715586,415,1331,0.015493859495954833,0.2436870444266039,7,179,0.5710843373493976,6.414457831325302,0.04616802411920253,0.7762892290423904,0.0,0.8453678474114441,0,28,0.0014187034741781762,-0.00640201386862338,0.0,4.471887532867039,2709.388535031847,3.207228915662651,163,2017-02-24 16:34:32+00:00,70.80000000000001
3.4.0,2021-08-05 07:33:03+00:00,2024-11-12 03:32:01+00:00,1194.8326157407407,144.25,-30.83193478782067,1,139,74,32,5,4,0.12072820753271093,208.55,4838,1386507,0.753785104506628,0.7577377507431249,0.35365853658536583,484,286.5868127325341,1913.424609473319,525.0,7.133526250516742,460,1393,0.013195036468693758,0.23531891522533116,7,208,0.55,6.056521739130435,0.04395999574064871,0.7884141202908954,0.0,0.8111702127659575,45,0,-0.0022988230272610755,0.012124891248505021,0.09782608695652174,4.049102724736606,2640.9657142857145,3.0282608695652176,139,2018-10-11 10:22:39+00:00,-64.30000000000001
3.8.0,2023-12-21 12:48:25+00:00,2024-11-13 22:01:22+00:00,328.38399305555555,440.3,205.23396880415947,0,463,165,83,6,51,1.3408083503190444,144.25,2073,614931,0.7578951765065844,0.6841736613603473,0.397009165460685,208,296.6382054992764,2591.282483145698,250.0,8.153400868306802,226,865,0.034021632251720745,0.31793277299021605,7,78,0.6504424778761062,7.654867256637168,0.06456989149197634,0.7144304056473478,0.0,0.410368519675203,0,234,0.020826595783026987,-0.07398371464354758,0.0,6.3127315698645905,2459.724,3.827433628318584,463,2017-09-08 20:45:51+00:00,296.05
3.7.2,2024-02-16 17:45:22+00:00,2024-11-25 21:03:54+00:00,283.13787037037036,28.25,-93.58392005450828,1,22,16,2,0,1,0.09977471386306043,440.3,1930,574737,0.7584556445150705,0.681253566455913,0.40103626943005183,193,297.79119170984455,2692.6355549271884,227.0,8.392227979274612,203,827,0.040335560649661026,0.3299968543385166,6,66,0.6798029556650246,8.147783251231527,0.1041177617398905,0.6934733531489565,0.0,0.6588235294117647,4,27,0.006313928397940281,-0.020957052498391304,0.019704433497536946,6.8164671771931555,2531.8810572687225,4.073891625615763,22,2024-01-25 13:48:37+00:00,-412.05
3.9.0,2024-05-31 12:24:46+00:00,2024-12-17 23:28:25+00:00,200.46086805555555,237.95,742.3008849557522,0,289,78,52,2,24,1.1870147141837915,28.25,1598,483429,0.7656514726717425,0.6925344825361599,0.3954943679599499,160,302.52127659574467,2958.626414082435,194.0,8.502503128911139,169,744,0.052409129332206254,0.35411879891743153,6,46,0.7337278106508875,8.804733727810651,0.07994969665641578,0.6341222879684418,0.0,0.4230072463768116,10,44,0.012073568682545228,-0.059351065180514695,0.05917159763313609,7.971630650412687,2491.90206185567,4.402366863905326,289,2016-03-07 22:32:04+00:00,209.7
3.0.0,2021-02-11 11:07:13+00:00,2025-01-16 18:46:28+00:00,1435.3189236111111,416.6,75.07879806682077,0,351,146,92,3,25,0.2902490820311059,237.95,6230,1735157,0.7545010769634344,0.7811813058836368,0.36243980738362763,623,278.5163723916533,1904.8208798518453,603.0,7.0292134831460675,531,1748,0.012422271968162597,0.2472909664097181,6,233,0.5630885122410546,6.583804143126177,0.03425761498687296,0.793153973117515,0.0,0.23672456575682382,362,0,-0.03998685736404366,0.15903168514907318,0.6817325800376648,4.340498754329788,2877.5406301824214,3.2919020715630887,351,2016-05-23 03:56:07+00:00,178.65000000000003
3.4.2,2023-06-19 08:40:35+00:00,2025-01-30 17:53:06+00:00,591.3836921296296,22.3,-94.64714354296687,1,24,20,0,0,2,0.037708175414333044,416.6,3660,1072897,0.7525128018771872,0.7364612775579424,0.3849726775956284,364,293.1412568306011,2438.0474865400643,348.0,7.418852459016393,320,1279,0.025058777429467084,0.28245841358538526,6,116,0.640625,7.99375,0.05313406393841038,0.7427726739640343,0.0,0.5443877551020408,4,215,0.012636505461304487,-0.05038129915348066,0.0125,6.188875426747037,3083.037356321839,3.996875,24,2023-02-27 22:19:30+00:00,-394.3
3.5.1,2023-06-13 13:26:02+00:00,2025-01-30 17:53:06+00:00,597.185462962963,13.0,-41.70403587443946,1,13,9,1,0,1,0.021768781737418565,22.3,3679,1076060,0.7526114449815224,0.736476522543295,0.38461538461538464,368,292.4870888828486,2431.827716360668,348.0,7.395216091329165,321,1287,0.02505841121495327,0.2868477212421647,6,117,0.6386292834890965,8.018691588785046,0.05816640440738778,0.7422705366630602,0.0,0.9454131918119788,1,0,-3.6621451381460557e-07,-0.0005021373009741481,0.003115264797507788,6.1605652316894535,3092.1264367816093,4.009345794392523,13,2023-02-14 21:34:59+00:00,-9.3
3.1.0,2021-05-07 01:22:37+00:00,2025-05-13 05:54:43+00:00,1467.1889583333334,125.65,866.5384615384615,0,109,54,33,2,1,0.08563995747537063,13.0,6735,1904749,0.7534777152124115,0.786082959115322,0.3664439495174462,674,282.81351150705274,2049.2639757279762,614.0,7.039049740163326,546,1931,0.012978458850018483,0.25688474066861405,6,233,0.575091575091575,7.073260073260073,0.05219520367023217,0.7932774113509484,0.0,0.5243960208432022,225,0,-0.012079952364934787,0.051006874687888226,0.41208791208791207,4.5904107727546455,3102.197068403909,3.5366300366300365,109,2016-08-18 23:36:31+00:00,112.65
3.9.1,2023-12-26 22:17:50+00:00,2025-06-25 00:02:47+00:00,546.0728819444445,66.5,-47.07520891364902,1,66,46,4,0,3,0.1217786163693173,125.65,3819,1076450,0.75096505172493,0.7507128548410675,0.40298507462686567,382,281.86698088504846,2515.8944341147453,326.0,7.377585755433359,295,1423,0.032814481724893346,0.3596290195152521,6,94,0.6779661016949152,9.647457627118644,0.06401021925172892,0.7237633550507998,0.0,0.460801393728223,11,262,0.019836022874874862,-0.06951405630014862,0.03728813559322034,6.993571968637936,3301.993865030675,4.823728813559322,66,2013-03-14 04:59:25+00:00,-59.150000000000006
3.7.3,2024-12-21 02:16:44+00:00,2025-07-11 08:12:15+00:00,202.24688657407407,4.5,-93.23308270676691,1,6,0,1,0,0,0.022250033492366518,66.5,1470,407171,0.7457568304760622,0.6976057955649793,0.4217687074829932,147,276.987074829932,2437.632212679366,154.0,6.334013605442177,140,640,0.065775950668037,0.40388869099165553,4,39,0.7142857142857143,9.142857142857142,0.0706248265626467,0.6590178571428571,0.0,0.234590065828845,5,160,0.032961468943143654,-0.0647454979079427,0.03571428571428571,7.268344274173062,2643.9675324675327,4.571428571428571,6,2024-12-16 19:31:46+00:00,-62.0
3.8.2,2024-07-18 10:00:48+00:00,2025-07-11 08:12:15+00:00,357.9246180555556,35.0,677.7777777777777,0,32,19,4,0,2,0.0977859533388325,4.5,2735,747483,0.7496994228291329,0.7478441359379866,0.4153564899451554,274,273.30274223034735,2505.4920680529963,229.0,6.542595978062157,205,1022,0.04887613582018173,0.39929984693082904,6,54,0.7365853658536585,9.970731707317073,0.0890772815816092,0.6835950551286334,0.0,0.38154613466334164,65,0,-0.01689981484785527,0.02457719798577629,0.3170731707317073,7.641273782334482,3264.117903930131,4.985365853658537,32,2013-03-14 04:59:25+00:00,30.5
4.0.1,2025-02-10 17:45:24+00:00,2025-09-08 20:40:28+00:00,210.12157407407406,56.0,60.0,0,48,44,1,0,0,0.2665123762125366,35.0,1259,342543,0.7466436296998984,0.6487771703862906,0.39237490071485304,126,272.07545671167594,1984.8929679572727,153.0,6.4416203335980935,141,557,0.05643363728470111,0.334185043749231,6,42,0.6950354609929078,7.900709219858156,0.052632366707320535,0.6695188255217288,0.0,0.2723609991941982,27,91,0.0075575014645193825,-0.014076229606904578,0.19148936170212766,5.99176931520685,2238.843137254902,3.950354609929078,48,2013-03-14 04:59:25+00:00,21.0
3.7.0,2022-10-03 16:40:39+00:00,2025-11-28 10:08:26+00:00,1151.7276273148148,278.25,396.875,0,319,85,54,7,14,0.24159357942009563,56.0,6267,1751001,0.7469488718039459,0.7750073909863833,0.3784905058241583,627,279.4001914791766,2112.586676927473,523.0,6.90856869315462,472,1926,0.017326999892043615,0.2802996984540637,6,182,0.6165254237288136,8.161016949152541,0.0404230638258906,0.7735976908319693,0.0,0.17344045368620037,331,0,-0.039106637392657496,0.10407886531024046,0.701271186440678,5.441390699822962,3347.994263862333,4.080508474576271,319,2020-03-10 15:11:16+00:00,222.25
4.1.0,2024-12-07 17:20:32+00:00,2025-12-18 13:21:24+00:00,375.83393518518517,396.34999999999997,42.44384546271338,0,478,110,117,13,11,1.0545881116475175,278.25,2351,584088,0.7416916576568486,0.7232822974150181,0.4100382815823054,235,248.44236495108464,2024.977033824385,229.0,6.048915355168013,207,853,0.04000750433844567,0.36528555144546154,6,56,0.7294685990338164,8.241545893719806,0.06439550496094822,0.695601202915541,0.0,0.2563291139240506,3,268,0.02268050444640205,-0.07799648791642833,0.014492753623188406,6.255422355199481,2550.602620087336,4.120772946859903,478,2013-03-14 04:59:25+00:00,118.09999999999997
4.0.0,2022-12-08 18:43:49+00:00,2025-12-31 00:01:23+00:00,1118.2205324074075,822.7500000000001,107.5816828560616,0,904,200,194,6,54,0.7357672088427035,396.34999999999997,6196,1795033,0.7552777186535498,0.7719138147305886,0.37992253066494514,618,289.708360232408,2747.8043379444102,509.0,6.9247901872175595,461,1925,0.01815523908327832,0.2859746284909793,6,169,0.6355748373101953,8.351409978308027,0.04633726450170764,0.7674203453812998,0.0,0.2604355716878403,254,0,-0.021852265255167348,0.07181914246575882,0.5509761388286334,5.5409463700873784,3526.58742632613,4.1757049891540134,904,2017-11-10 06:04:39+00:00,426.40000000000015
4.1.1,2025-09-08 20:40:28+00:00,2026-01-09 06:51:20+00:00,122.42421296296297,22.5,-97.26526891522333,1,18,14,2,0,1,0.1837871729410826,822.7500000000001,539,151130,0.8138907551976717,0.5697588126159556,0.39332096474953615,54,280.38961038961037,5386.556049492508,110.0,4.786641929499073,100,184,0.037171717171717175,0.24075061793025176,7,33,0.68,3.68,0.14224780034340473,0.6489673913043479,0.0,0.05029880478087649,2,363,0.019016478088438857,-0.11845295407695189,0.02,4.402723831788601,1373.909090909091,1.84,18,2023-08-05 01:19:01+00:00,-800.2500000000001
3.9.2,2024-09-25 04:21:08+00:00,2026-01-14 10:11:19+00:00,476.2431828703704,42.05,86.88888888888887,0,36,27,7,0,1,0.08829522712862783,22.5,3051,829192,0.7628046384543699,0.7445536982410139,0.41494591937069814,305,271.77712225499835,3450.8221429381906,270.0,6.24745984922976,245,1088,0.036400133824021415,0.35062083947153494,5,70,0.710204081632653,8.881632653061224,0.06025715111169577,0.7091123949579832,0.0,0.08439897698209718,145,0,-0.0007715833476957604,0.06014500365363529,0.5918367346938775,6.406390914850025,3071.0814814814817,4.440816326530612,36,2021-03-11 21:39:15+00:00,19.549999999999997
4.0.2,2025-03-02 20:18:35+00:00,2026-01-14 10:11:19+00:00,317.57828703703706,43.8,4.161712247324614,0,36,28,5,0,0,0.13791874881827765,42.05,1642,442724,0.7736585921544441,0.673480464238607,0.39585870889159563,165,269.6248477466504,3637.520608876076,193.0,5.779537149817296,174,629,0.041791243106770314,0.3034182019175316,5,53,0.6896551724137931,7.2298850574712645,0.07462504383682049,0.6924602086873892,0.0,0.3248456790123457,0,71,0.005391109282748899,-0.01665218627059395,0.0,5.170378665744565,2293.9067357512954,3.6149425287356323,36,2024-12-05 19:45:31+00:00,1.75
4.1.2,2025-11-14 07:28:01+00:00,2026-01-14 10:11:19+00:00,61.11340277777778,30.8,-29.680365296803647,1,25,21,2,0,0,0.5039811007087234,43.8,259,102858,0.8697361455921802,0.47505197505197505,0.40540540540540543,26,397.13513513513516,7709.327704008874,78.0,4.872586872586872,68,91,0.03994732221246708,0.2604350714644832,8,20,0.7058823529411765,2.676470588235294,0.20721985311537552,0.5775694893341952,0.0,0.07784431137724551,0,106,-0.0018439208943032345,-0.11489071935319406,0.0,4.238022892323356,1318.6923076923076,1.338235294117647,25,2025-03-19 12:53:13+00:00,-12.999999999999996
4.2.0,2025-06-10 18:37:36+00:00,2026-01-18 16:25:17+00:00,221.90811342592593,324.70000000000005,954.2207792207794,0,353,111,97,9,29,1.463218243745678,30.8,965,246353,0.7891232701614888,0.6304209844559585,0.40310880829015544,97,255.28808290155442,4035.746673358672,160.0,5.1233160621761655,142,298,0.029767256018379783,0.23558534813200577,6,49,0.6549295774647887,4.197183098591549,0.12962097623520946,0.6774033462520086,0.0,0.12103746397694524,74,0,-0.010180066194087296,0.09983385691781343,0.5211267605633803,4.348646766906619,1539.70625,2.0985915492957745,353,2017-12-08 20:11:06+00:00,293.90000000000003
4.3.0,2025-09-12 14:18:41+00:00,2026-01-26 14:05:06+00:00,135.99056712962962,87.25,-73.12904219279335,1,86,19,34,3,12,0.6415886178107567,324.70000000000005,570,159814,0.8092508418229174,0.5765388046387154,0.38421052631578945,57,280.3754385964912,5104.783461358065,118.0,4.807017543859649,105,191,0.03498168498168498,0.24376100973354978,7,35,0.6666666666666666,3.638095238095238,0.14523987405660393,0.6532036898529046,0.0,0.3109919571045576,0,37,0.0052144289633052,-0.02419965639910404,0.0,4.191467187990044,1354.3559322033898,1.819047619047619,86,2016-12-22 05:52:57+00:00,-237.45000000000005
5.0.0,0,0,0.0,32.0,-63.323782234957015,1,27,1,9,0,6,0.0,87.25,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,27,2022-01-21 16:03:57+00:00,-55.25
